hero_id,opponent_id,value,curated,resolved_value,cpgg,opick,cwatch,disagreement
mei,wrecking-ball,25,,25,25.0,-50.0,,False
mei,wuyang,-41,,-41,-50.0,-100.0,-13.0,False
mei,zarya,42,,42,50.0,0.0,19.0,False
mei,zenyatta,-1,,-1,0.0,-50.0,-4.0,False
mercy,ana,-40,,-40,-75.0,0.0,,True
mercy,anran,33,,33,50.0,0.0,-13.0,True
mercy,ashe,-42,,-42,-75.0,0.0,,True
mercy,baptiste,-40,,-40,-50.0,50.0,-9.0,False
mercy,bastion,-33,,-33,-50.0,-50.0,,True
mercy,brigitte,0,-20.0,-20,0.0,-50.0,,False
mercy,cassidy,-75,,-75,-75.0,0.0,,False
mercy,dmon,-49,,-49,-50.0,0.0,-47.0,False
mercy,domina,-27,,-27,-50.0,-50.0,26.0,True
mercy,doomfist,13,,13,25.0,-50.0,-22.0,False
mercy,dva,-43,,-43,-50.0,0.0,-22.0,False
mercy,echo,0,,0,0.0,50.0,,False
mercy,emre,25,,25,,50.0,25.0,False
mercy,freja,3,,3,0.0,0.0,,False
mercy,genji,17,,17,25.0,0.0,-9.0,False
mercy,hanzo,6,,6,0.0,50.0,22.0,False
mercy,hazard,15,,15,25.0,-50.0,-17.0,False
mercy,illari,-50,,-50,-50.0,0.0,,False
mercy,jetpack-cat,-9,,-9,,50.0,-9.0,False
mercy,junker-queen,50,,50,50.0,-100.0,,False
mercy,junkrat,59,,59,75.0,50.0,,True
mercy,juno,-50,,-50,-50.0,0.0,,False
mercy,kiriko,0,,0,0.0,0.0,,False
mercy,lifeweaver,0,,0,0.0,-50.0,,False
mercy,lucio,-2,,-2,0.0,50.0,-9.0,False
mercy,mauga,-44,,-44,-50.0,0.0,-26.0,False
mercy,mei,40,,40,50.0,0.0,,False
mercy,mizuki,13,,13,,,,False
mercy,moira,-21,,-21,-25.0,0.0,-9.0,False
mercy,orisa,-1,,-1,0.0,0.0,-4.0,False
mercy,pharah,21,,21,25.0,-50.0,,False
mercy,ramattra,-2,,-2,0.0,0.0,-9.0,False
mercy,reaper,28,,28,50.0,-50.0,-25.0,True
mercy,reinhardt,17,,17,25.0,50.0,-9.0,False
mercy,roadhog,0,,0,0.0,50.0,,False
mercy,shion,-43,,-43,-50.0,0.0,-22.0,False
mercy,sierra,1,,1,0.0,100.0,,False
mercy,sigma,25,,25,25.0,0.0,,False
mercy,sojourn,5,,5,0.0,0.0,,False
mercy,soldier-76,-75,,-75,-75.0,0.0,,False
mercy,sombra,-47,,-47,-50.0,50.0,-36.0,False
mercy,symmetra,4,,4,0.0,0.0,,False
mercy,torbjorn,4,,4,0.0,0.0,,False
mercy,tracer,29,,29,50.0,0.0,-22.0,True
mercy,vendetta,-26,,-26,-25.0,0.0,-28.0,False
mercy,venture,-2,,-2,0.0,-50.0,-9.0,False
mercy,widowmaker,-31,,-31,-50.0,100.0,,True
mercy,winston,-22,,-22,-25.0,0.0,-13.0,False
mercy,wrecking-ball,4,,4,25.0,50.0,-54.0,True
mercy,wuyang,24,,24,25.0,50.0,20.0,False
mercy,zarya,0,,0,0.0,-50.0,,False
mercy,zenyatta,26,,26,25.0,-50.0,28.0,False
mizuki,ana,0,25.0,25,,,,False
mizuki,baptiste,0,25.0,25,,,,False
mizuki,bastion,9,,9,,,,False
mizuki,brigitte,0,-20.0,-20,,,,False
mizuki,dmon,-3,,-3,0.0,0.0,-13.0,False
mizuki,domina,20,,20,,50.0,20.0,False
mizuki,doomfist,41,,41,50.0,-100.0,,False
mizuki,dva,40,,40,50.0,-50.0,,False
mizuki,echo,-50,,-50,-50.0,-50.0,,False
mizuki,genji,-22,,-22,,0.0,-22.0,False
mizuki,hanzo,-18,,-18,,-50.0,-18.0,False
mizuki,hazard,24,,24,,50.0,24.0,False
mizuki,illari,0,20.0,20,,,,False
mizuki,jetpack-cat,-43,,-43,-50.0,100.0,-22.0,False
mizuki,junker-queen,50,,50,50.0,0.0,,False
mizuki,junkrat,-9,,-9,,-50.0,-9.0,False
mizuki,juno,-9,,-9,,0.0,-9.0,False
mizuki,kiriko,-4,,-4,,-50.0,-4.0,False
mizuki,lifeweaver,-9,,-9,,100.0,-9.0,False
mizuki,lucio,-22,,-22,,0.0,-22.0,False
mizuki,mauga,32,,32,,0.0,32.0,False
mizuki,mei,-9,,-9,,-50.0,-9.0,False
mizuki,mercy,-13,,-13,,0.0,-13.0,False
mizuki,moira,-4,,-4,,0.0,-4.0,False
mizuki,orisa,13,,13,,,,False
mizuki,pharah,-42,,-42,-50.0,100.0,-18.0,False
mizuki,ramattra,13,,13,,,,False
mizuki,reinhardt,41,,41,50.0,0.0,,False
mizuki,shion,0,,0,0.0,-50.0,,False
mizuki,sierra,-21,,-21,-25.0,50.0,-9.0,False
mizuki,sombra,4,,4,,,,False
mizuki,symmetra,13,,13,,,,False
mizuki,torbjorn,9,,9,,,,False
mizuki,tracer,18,,18,,50.0,18.0,False
mizuki,vendetta,50,,50,50.0,-50.0,,False
mizuki,widowmaker,-9,,-9,,50.0,-9.0,False
mizuki,wrecking-ball,14,,14,,-100.0,14.0,False
mizuki,wuyang,-4,,-4,,50.0,-4.0,False
mizuki,zenyatta,0,25.0,25,,,,False
moira,ana,24,,24,25.0,50.0,,False
moira,anran,64,,64,75.0,0.0,32.0,False
moira,ashe,25,,25,25.0,0.0,,False
moira,baptiste,0,-30.0,-30,0.0,-50.0,,False
moira,bastion,-22,,-22,-25.0,50.0,-13.0,False
moira,brigitte,25,,25,25.0,50.0,,False
moira,cassidy,-43,,-43,-50.0,0.0,-22.0,False
moira,dmon,-23,,-23,-25.0,0.0,-17.0,False
moira,doomfist,27,,27,50.0,0.0,-28.0,True
moira,dva,3,,3,0.0,0.0,,False
moira,echo,42,,42,50.0,0.0,,False
moira,freja,22,,22,25.0,50.0,,False
moira,genji,86,,86,100.0,0.0,44.0,False
moira,hanzo,-2,,-2,0.0,0.0,-9.0,False
moira,hazard,18,,18,25.0,-50.0,-4.0,False
moira,illari,2,,2,0.0,-50.0,,False
moira,jetpack-cat,13,,13,,,,False
moira,junker-queen,25,,25,25.0,0.0,24.0,False
moira,junkrat,15,,15,25.0,-50.0,-17.0,False
moira,juno,42,,42,50.0,0.0,,False
moira,kiriko,2,,2,0.0,0.0,,False
moira,lifeweaver,0,,0,0.0,0.0,,False
moira,lucio,40,,40,50.0,50.0,,False
moira,mauga,-17,,-17,-25.0,50.0,,False
moira,mei,1,,1,0.0,50.0,,False
moira,mercy,21,,21,25.0,0.0,,False
moira,mizuki,4,,4,,,,False
moira,orisa,2,,2,0.0,0.0,,False
moira,pharah,-25,,-25,-25.0,0.0,,False
moira,ramattra,0,,0,0.0,0.0,,False
moira,reaper,15,,15,25.0,50.0,-17.0,False
moira,reinhardt,13,,13,25.0,50.0,-25.0,False
moira,roadhog,-46,,-46,-50.0,0.0,-35.0,False
moira,shion,50,,50,50.0,-50.0,,False
moira,sierra,63,,63,75.0,0.0,25.0,False
moira,sigma,43,,43,50.0,-50.0,22.0,False
moira,sojourn,1,,1,0.0,0.0,,False
moira,soldier-76,-21,,-21,-25.0,0.0,-9.0,False
moira,sombra,56,,56,75.0,50.0,,True
moira,symmetra,-38,,-38,-75.0,0.0,,True
moira,torbjorn,-45,,-45,-50.0,-50.0,-30.0,False
moira,tracer,42,,42,75.0,-50.0,-13.0,True
moira,vendetta,21,,21,25.0,-50.0,,False
moira,venture,25,,25,25.0,-50.0,,False
moira,widowmaker,16,,16,25.0,0.0,-13.0,False
moira,winston,15,,15,25.0,50.0,-17.0,False
moira,wrecking-ball,26,,26,50.0,0.0,-30.0,True
moira,wuyang,4,,4,0.0,50.0,,False
moira,zarya,-25,,-25,-25.0,0.0,,False
moira,zenyatta,2,,2,0.0,-50.0,,False
orisa,ana,-25,,-25,-25.0,0.0,,False
orisa,anran,50,,50,50.0,-100.0,,False
orisa,ashe,0,,0,0.0,0.0,,False
orisa,baptiste,-25,,-25,-25.0,0.0,,False
orisa,bastion,15,,15,25.0,0.0,-17.0,False
orisa,brigitte,14,,14,25.0,50.0,-18.0,False
orisa,cassidy,22,,22,25.0,50.0,,False
orisa,dmon,20,,20,25.0,0.0,,False
orisa,doomfist,63,,63,75.0,-50.0,26.0,False
orisa,dva,0,,0,0.0,-50.0,,False
orisa,echo,-25,,-25,-25.0,50.0,,False
orisa,emre,4,,4,,,,False
orisa,freja,0,,0,0.0,0.0,,False
orisa,genji,25,,25,25.0,50.0,,False
orisa,hanzo,-25,,-25,-25.0,0.0,,False
orisa,hazard,64,,64,75.0,-50.0,31.0,False
orisa,illari,-15,,-15,-25.0,50.0,15.0,False
orisa,jetpack-cat,13,,13,,,,False
orisa,junker-queen,50,,50,50.0,-50.0,,False
orisa,junkrat,25,,25,25.0,-50.0,,False
orisa,juno,-1,,-1,0.0,-50.0,-4.0,False
orisa,kiriko,-22,,-22,-25.0,50.0,-13.0,False
orisa,lifeweaver,21,,21,25.0,50.0,,False
orisa,lucio,-6,,-6,0.0,0.0,-24.0,False
orisa,mauga,16,,16,25.0,50.0,-13.0,False
orisa,mei,-50,,-50,-50.0,50.0,,False
orisa,mercy,1,,1,0.0,0.0,,False
orisa,mizuki,-13,,-13,,-50.0,-13.0,False
orisa,moira,-2,,-2,0.0,50.0,-9.0,False
orisa,pharah,-3,,-3,0.0,0.0,-13.0,False
orisa,ramattra,50,,50,50.0,-50.0,,False
orisa,reaper,-25,,-25,-25.0,0.0,,False
orisa,reinhardt,75,,75,75.0,100.0,,False
orisa,roadhog,75,,75,75.0,-50.0,,False
orisa,shion,25,,25,25.0,0.0,,False
orisa,sierra,25,,25,25.0,0.0,,False
orisa,sigma,-40,,-40,-50.0,50.0,-9.0,False
orisa,sojourn,25,,25,25.0,0.0,,False
orisa,soldier-76,1,,1,0.0,0.0,,False
orisa,sombra,0,,0,0.0,-50.0,,False
orisa,symmetra,-28,,-28,-25.0,-50.0,-36.0,False
orisa,torbjorn,50,,50,50.0,-50.0,,False
orisa,tracer,-18,,-18,-25.0,50.0,,False
orisa,vendetta,41,,41,50.0,-100.0,,False
orisa,venture,21,,21,25.0,-50.0,,False
orisa,widowmaker,25,,25,25.0,0.0,24.0,False
orisa,winston,42,,42,50.0,50.0,18.0,False
orisa,wrecking-ball,50,,50,50.0,0.0,,False
orisa,wuyang,-25,,-25,-25.0,0.0,,False
orisa,zarya,-75,,-75,-75.0,0.0,,False
orisa,zenyatta,-61,,-61,-75.0,-50.0,-17.0,False
pharah,ana,-23,,-23,-25.0,50.0,-17.0,False
pharah,anran,63,,63,75.0,100.0,,False
pharah,ashe,-48,,-48,-50.0,0.0,-42.0,False
pharah,baptiste,-48,,-48,-50.0,50.0,-40.0,False
pharah,bastion,-43,,-43,-50.0,-50.0,-22.0,False
pharah,brigitte,82,,82,100.0,0.0,36.0,True
pharah,cassidy,-65,,-65,-75.0,100.0,-35.0,False
pharah,dmon,41,,41,50.0,0.0,,False
pharah,domina,-41,,-41,-50.0,-100.0,-13.0,False
pharah,doomfist,64,,64,75.0,-50.0,32.0,False
pharah,dva,-62,,-62,-75.0,0.0,-22.0,False
pharah,echo,-48,,-48,-50.0,50.0,-43.0,False
pharah,emre,-64,,-64,-75.0,100.0,-30.0,False
pharah,freja,-25,,-25,-25.0,0.0,-26.0,False
pharah,genji,75,,75,75.0,50.0,,False
pharah,hanzo,50,,50,50.0,0.0,,False
pharah,hazard,56,,56,100.0,100.0,,True
pharah,illari,-65,,-65,-75.0,50.0,-33.0,False
pharah,jetpack-cat,-47,,-47,-50.0,-100.0,-36.0,False
pharah,junker-queen,56,,56,75.0,-50.0,,True
pharah,junkrat,76,,76,100.0,-50.0,,True
pharah,juno,-88,,-88,-100.0,50.0,-50.0,False
pharah,kiriko,41,,41,50.0,0.0,,False
pharah,lifeweaver,75,,75,75.0,0.0,,False
pharah,lucio,6,,6,0.0,-100.0,,False
pharah,mauga,-35,,-35,-50.0,100.0,,False
pharah,mei,61,,61,75.0,0.0,,False
pharah,mercy,-21,,-21,-25.0,0.0,-9.0,False
pharah,mizuki,42,,42,50.0,0.0,,False
pharah,moira,25,,25,25.0,0.0,,False
pharah,orisa,3,,3,0.0,0.0,,False
pharah,ramattra,25,,25,25.0,50.0,,False
pharah,reaper,45,,45,75.0,0.0,-9.0,True
pharah,reinhardt,86,,86,100.0,0.0,45.0,False
pharah,roadhog,6,,6,0.0,100.0,,False
pharah,shion,-62,,-62,-75.0,-100.0,-22.0,False
pharah,sierra,0,,0,0.0,0.0,,False
pharah,sigma,20,,20,25.0,0.0,,False
pharah,sojourn,-25,,-25,-25.0,-50.0,,False
pharah,soldier-76,-64,,-64,-75.0,50.0,-30.0,False
pharah,sombra,-62,,-62,-75.0,-50.0,-22.0,False
pharah,symmetra,56,,56,75.0,0.0,,True
pharah,torbjorn,44,,44,50.0,-50.0,,False
pharah,tracer,75,,75,75.0,0.0,,False
pharah,vendetta,65,,65,75.0,-50.0,34.0,False
pharah,venture,66,,66,75.0,-50.0,37.0,False
pharah,widowmaker,-63,,-63,-75.0,0.0,-26.0,False
pharah,winston,50,,50,50.0,-50.0,,False
pharah,wrecking-ball,33,,33,75.0,-100.0,-30.0,True
pharah,wuyang,4,,4,0.0,-50.0,,False
pharah,zarya,-50,,-50,-50.0,-50.0,,False
pharah,zenyatta,50,,50,50.0,-50.0,,False
ramattra,ana,-44,,-44,-50.0,0.0,-24.0,False
ramattra,ashe,-6,,-6,0.0,0.0,-23.0,False
ramattra,baptiste,0,,0,0.0,50.0,,False
ramattra,bastion,15,,15,25.0,50.0,-17.0,False
ramattra,brigitte,66,,66,75.0,50.0,38.0,False
ramattra,cassidy,25,,25,25.0,0.0,,False
ramattra,dmon,61,,61,75.0,0.0,,False
ramattra,domina,59,,59,75.0,0.0,,True
ramattra,doomfist,23,,23,25.0,0.0,,False
ramattra,dva,7,,7,0.0,0.0,29.0,False
ramattra,echo,-7,,-7,0.0,-50.0,-27.0,False
ramattra,freja,-25,,-25,-25.0,-50.0,-25.0,False
ramattra,genji,2,,2,0.0,0.0,,False
ramattra,hanzo,-25,,-25,-25.0,50.0,,False
ramattra,hazard,25,,25,25.0,0.0,26.0,False
ramattra,illari,-25,,-25,-25.0,50.0,,False
ramattra,jetpack-cat,-4,,-4,,100.0,-4.0,False
ramattra,junker-queen,21,,21,25.0,0.0,,False
ramattra,junkrat,0,,0,0.0,0.0,,False
ramattra,juno,25,,25,25.0,0.0,,False
ramattra,kiriko,-4,,-4,0.0,0.0,-17.0,False
ramattra,lifeweaver,25,,25,25.0,0.0,,False
ramattra,lucio,-17,,-17,-25.0,-50.0,,False
ramattra,mauga,-25,,-25,-25.0,50.0,-25.0,False
ramattra,mei,25,,25,25.0,-50.0,,False
ramattra,mercy,2,,2,0.0,0.0,,False
ramattra,mizuki,-13,,-13,,-50.0,-13.0,False
ramattra,moira,0,,0,0.0,0.0,,False
ramattra,orisa,-50,,-50,-50.0,50.0,,False
ramattra,pharah,-25,,-25,-25.0,0.0,-25.0,False
ramattra,reaper,-21,,-21,-25.0,-50.0,-9.0,False
ramattra,reinhardt,61,,61,75.0,0.0,20.0,False
ramattra,roadhog,16,,16,25.0,100.0,-13.0,False
ramattra,shion,0,,0,0.0,100.0,,False
ramattra,sierra,-2,,-2,0.0,-50.0,-9.0,False
ramattra,sigma,21,,21,25.0,-50.0,,False
ramattra,sojourn,0,,0,0.0,100.0,,False
ramattra,soldier-76,0,,0,0.0,50.0,,False
ramattra,sombra,2,,2,0.0,50.0,,False
ramattra,symmetra,-27,,-27,-25.0,-50.0,-33.0,False
ramattra,torbjorn,50,,50,50.0,-50.0,,False
ramattra,tracer,3,,3,0.0,50.0,,False
ramattra,vendetta,4,,4,0.0,-50.0,,False
ramattra,venture,22,,22,25.0,0.0,,False
ramattra,widowmaker,2,,2,0.0,100.0,,False
ramattra,winston,47,,47,50.0,50.0,39.0,False
ramattra,wrecking-ball,0,,0,0.0,50.0,,False
ramattra,wuyang,-41,,-41,-50.0,-50.0,-13.0,False
ramattra,zarya,20,,20,25.0,0.0,,False
ramattra,zenyatta,-48,,-48,-50.0,0.0,-42.0,False
reaper,ana,25,,25,25.0,-50.0,,False
reaper,anran,75,,75,75.0,-100.0,,False
reaper,ashe,18,,18,25.0,0.0,-4.0,False
reaper,baptiste,0,-20.0,-20,0.0,0.0,,False
reaper,bastion,56,,56,75.0,50.0,,True
reaper,brigitte,12,,12,25.0,50.0,-29.0,False
reaper,cassidy,-41,,-41,-50.0,0.0,-13.0,False
reaper,dmon,50,,50,50.0,0.0,,False
reaper,domina,42,,42,50.0,50.0,,False
reaper,doomfist,0,,0,0.0,-50.0,,False
reaper,dva,4,,4,0.0,0.0,17.0,False
reaper,echo,-45,,-45,-75.0,-50.0,,True
reaper,freja,-35,,-35,-50.0,0.0,,False
reaper,genji,-5,,-5,0.0,0.0,-18.0,False
reaper,hanzo,-3,,-3,0.0,0.0,-13.0,False
reaper,hazard,-3,,-3,0.0,0.0,-13.0,False
reaper,illari,-50,,-50,-50.0,0.0,,False
reaper,jetpack-cat,-50,,-50,-50.0,0.0,,False
reaper,junker-queen,6,,6,0.0,-50.0,,False
reaper,junkrat,25,,25,25.0,0.0,,False
reaper,juno,-15,,-15,-25.0,0.0,17.0,False
reaper,kiriko,-25,,-25,-25.0,0.0,,False
reaper,lifeweaver,41,,41,50.0,-50.0,,False
reaper,lucio,-21,,-21,-25.0,-50.0,-9.0,False
reaper,mauga,59,,59,75.0,0.0,,True
reaper,mei,-25,,-25,-25.0,0.0,,False
reaper,mercy,-28,,-28,-50.0,50.0,25.0,True
reaper,moira,-15,,-15,-25.0,0.0,,False
reaper,orisa,25,,25,25.0,50.0,,False
reaper,pharah,-45,,-45,-75.0,50.0,,True
reaper,ramattra,21,,21,25.0,0.0,,False
reaper,reinhardt,-1,,-1,0.0,50.0,-4.0,False
reaper,roadhog,40,,40,75.0,50.0,-17.0,True
reaper,shion,-7,,-7,0.0,50.0,-26.0,False
reaper,sierra,25,,25,25.0,0.0,,False
reaper,sigma,25,,25,25.0,-50.0,,False
reaper,sojourn,-6,,-6,0.0,50.0,-23.0,False
reaper,soldier-76,25,,25,25.0,50.0,,False
reaper,sombra,40,,40,50.0,-50.0,,False
reaper,symmetra,-33,,-33,-50.0,-50.0,,True
reaper,torbjorn,-50,,-50,-50.0,-50.0,,False
reaper,tracer,0,,0,0.0,0.0,,False
reaper,vendetta,-7,,-7,0.0,-50.0,-26.0,False
reaper,venture,0,,0,0.0,-50.0,,False
reaper,widowmaker,12,,12,25.0,-50.0,-26.0,False
reaper,winston,62,,62,75.0,-100.0,24.0,False
reaper,wrecking-ball,24,,24,25.0,-50.0,22.0,False
reaper,wuyang,-25,,-25,-25.0,50.0,,False
reaper,zarya,25,,25,25.0,0.0,,False
reaper,zenyatta,50,,50,50.0,0.0,,False
reinhardt,ana,-7,,-7,0.0,0.0,-26.0,False
reinhardt,anran,30,,30,,50.0,30.0,False
reinhardt,ashe,25,,25,25.0,0.0,,False
reinhardt,baptiste,-9,,-9,0.0,0.0,-37.0,False
reinhardt,bastion,-43,,-43,-50.0,-50.0,-22.0,False
reinhardt,brigitte,62,,62,75.0,50.0,,False
reinhardt,cassidy,0,,0,0.0,0.0,,False
reinhardt,dmon,50,,50,50.0,0.0,,False
reinhardt,domina,43,,43,50.0,0.0,,False
reinhardt,doomfist,-13,,-13,-25.0,-50.0,,False
reinhardt,dva,-13,,-13,-25.0,50.0,,False
reinhardt,echo,-44,,-44,-50.0,50.0,-25.0,False
reinhardt,freja,-25,,-25,-25.0,-50.0,-26.0,False
reinhardt,genji,25,,25,25.0,-50.0,,False
reinhardt,hanzo,25,,25,25.0,-50.0,,False
reinhardt,hazard,8,,8,0.0,0.0,32.0,False
reinhardt,illari,25,,25,25.0,0.0,,False
reinhardt,jetpack-cat,-64,,-64,-75.0,-50.0,-30.0,False
reinhardt,junker-queen,2,,2,0.0,0.0,,False
reinhardt,junkrat,-43,,-43,-50.0,0.0,,False
reinhardt,juno,-44,,-44,-50.0,0.0,-26.0,False
reinhardt,kiriko,20,,20,25.0,0.0,,False
reinhardt,lifeweaver,-17,,-17,-25.0,0.0,,False
reinhardt,lucio,-100,,-100,-100.0,50.0,,False
reinhardt,mauga,-45,,-45,-50.0,50.0,-30.0,False
reinhardt,mei,-16,,-16,-25.0,50.0,,False
reinhardt,mercy,-17,,-17,-25.0,50.0,,False
reinhardt,mizuki,-41,,-41,-50.0,0.0,-13.0,False
reinhardt,moira,-13,,-13,-25.0,-50.0,25.0,False
reinhardt,orisa,-75,,-75,-75.0,-50.0,,False
reinhardt,pharah,-86,,-86,-100.0,50.0,-45.0,False
reinhardt,ramattra,-62,,-62,-75.0,0.0,-22.0,False
reinhardt,reaper,1,,1,0.0,0.0,,False
reinhardt,roadhog,-25,,-25,-25.0,50.0,-26.0,False
reinhardt,shion,3,,3,0.0,50.0,,False
reinhardt,sierra,-25,,-25,-25.0,50.0,,False
reinhardt,sigma,43,,43,50.0,0.0,,False
reinhardt,sojourn,-25,,-25,-25.0,-50.0,,False
reinhardt,soldier-76,21,,21,25.0,-50.0,,False
reinhardt,sombra,0,,0,0.0,0.0,,False
reinhardt,symmetra,-75,,-75,-75.0,50.0,,False
reinhardt,torbjorn,-67,,-67,-75.0,-100.0,-43.0,False
reinhardt,tracer,-25,,-25,-25.0,0.0,,False
reinhardt,vendetta,6,,6,0.0,0.0,,False
reinhardt,venture,7,,7,0.0,0.0,28.0,False
reinhardt,widowmaker,-31,,-31,-50.0,50.0,,True
reinhardt,winston,24,,24,25.0,100.0,,False
reinhardt,wrecking-ball,7,,7,0.0,-100.0,28.0,False
reinhardt,wuyang,-56,,-56,-75.0,0.0,-9.0,True
reinhardt,zarya,42,,42,50.0,-50.0,,False
reinhardt,zenyatta,-28,,-28,-25.0,0.0,-37.0,False
roadhog,ana,-82,,-82,-100.0,0.0,-37.0,True
roadhog,anran,41,,41,50.0,0.0,,False
roadhog,ashe,-50,,-50,-50.0,50.0,,False
roadhog,baptiste,-33,,-33,-25.0,50.0,-58.0,False
roadhog,bastion,-29,,-29,-25.0,-50.0,-42.0,False
roadhog,brigitte,10,,10,25.0,50.0,-36.0,False
roadhog,cassidy,41,,41,50.0,0.0,,False
roadhog,dmon,21,,21,25.0,0.0,,False
roadhog,domina,4,,4,,,,False
roadhog,doomfist,66,,66,75.0,-50.0,37.0,False
roadhog,dva,50,,50,50.0,0.0,,False
roadhog,echo,-25,,-25,-25.0,0.0,,False
roadhog,freja,-50,,-50,-50.0,0.0,,False
roadhog,genji,3,,3,0.0,0.0,,False
roadhog,hanzo,-50,,-50,-50.0,-50.0,,False
roadhog,hazard,61,,61,75.0,50.0,,False
roadhog,illari,-27,,-27,-25.0,50.0,-32.0,False
roadhog,junker-queen,-25,,-25,-25.0,0.0,,False
roadhog,junkrat,21,,21,25.0,50.0,,False
roadhog,juno,-8,,-8,0.0,-50.0,-30.0,False
roadhog,kiriko,-7,,-7,0.0,0.0,,False
roadhog,lifeweaver,-25,,-25,-25.0,50.0,,False
roadhog,lucio,-10,,-10,0.0,-50.0,-38.0,False
roadhog,mauga,-25,,-25,-25.0,50.0,,False
roadhog,mei,0,,0,0.0,0.0,,False
roadhog,mercy,0,,0,0.0,-100.0,,False
roadhog,moira,46,,46,50.0,0.0,35.0,False
roadhog,orisa,-75,,-75,-75.0,50.0,,False
roadhog,pharah,-6,,-6,0.0,-50.0,-25.0,False
roadhog,ramattra,-16,,-16,-25.0,-100.0,,False
roadhog,reaper,-40,,-40,-75.0,-50.0,,True
roadhog,reinhardt,25,,25,25.0,0.0,,False
roadhog,shion,50,,50,50.0,-50.0,,False
roadhog,sierra,0,,0,0.0,50.0,,False
roadhog,sigma,18,,18,25.0,0.0,-4.0,False
roadhog,sojourn,-43,,-43,-50.0,0.0,,False
roadhog,soldier-76,0,,0,0.0,0.0,,False
roadhog,sombra,0,,0,0.0,-50.0,,False
roadhog,symmetra,50,,50,50.0,0.0,,False
roadhog,torbjorn,-10,,-10,0.0,100.0,-40.0,False
roadhog,tracer,6,,6,0.0,100.0,,False
roadhog,vendetta,39,,39,50.0,50.0,,False
roadhog,venture,25,,25,25.0,-50.0,,False
roadhog,widowmaker,-10,,-10,-25.0,0.0,37.0,True
roadhog,winston,57,,57,50.0,0.0,78.0,False
roadhog,wrecking-ball,47,,47,50.0,0.0,39.0,False
roadhog,wuyang,0,,0,0.0,50.0,,False
roadhog,zarya,3,,3,0.0,0.0,,False
roadhog,zenyatta,-66,,-66,-75.0,50.0,-40.0,False
shion,ana,4,,4,0.0,-50.0,,False
shion,anran,-5,,-5,0.0,50.0,-18.0,False
shion,ashe,-25,,-25,-25.0,0.0,,False
shion,baptiste,4,,4,0.0,-50.0,,False
shion,bastion,-17,,-17,-25.0,-50.0,,False
shion,brigitte,-56,,-56,-75.0,100.0,-9.0,True
shion,cassidy,-50,,-50,-50.0,50.0,,False
shion,dmon,-43,,-43,-50.0,0.0,-20.0,False
shion,domina,0,,0,0.0,50.0,,False
shion,doomfist,-3,,-3,0.0,50.0,-13.0,False
shion,dva,-39,,-39,-25.0,-100.0,-79.0,False
shion,echo,42,,42,50.0,0.0,,False
shion,emre,21,,21,25.0,50.0,,False
shion,freja,21,,21,25.0,0.0,,False
shion,genji,0,,0,0.0,-50.0,,False
shion,hanzo,25,,25,25.0,50.0,,False
shion,hazard,-39,,-39,-50.0,0.0,-4.0,False
shion,illari,21,,21,50.0,50.0,-43.0,True
shion,jetpack-cat,2,,2,0.0,-50.0,,False
shion,junker-queen,0,,0,0.0,100.0,,False
shion,junkrat,17,,17,25.0,-50.0,-9.0,False
shion,juno,4,,4,0.0,-50.0,,False
shion,kiriko,5,,5,0.0,0.0,20.0,False
shion,lifeweaver,-17,,-17,-25.0,-50.0,,False
shion,lucio,1,,1,0.0,-50.0,,False
shion,mauga,-15,,-15,-25.0,0.0,,False
shion,mei,0,,0,0.0,50.0,,False
shion,mercy,43,,43,50.0,0.0,22.0,False
shion,mizuki,0,,0,0.0,100.0,,False
shion,moira,-50,,-50,-50.0,0.0,,False
shion,orisa,-25,,-25,-25.0,-100.0,,False
shion,pharah,61,,61,75.0,100.0,20.0,False
shion,ramattra,0,,0,0.0,-50.0,,False
shion,reaper,7,,7,0.0,0.0,26.0,False
shion,reinhardt,-3,,-3,0.0,0.0,-13.0,False
shion,roadhog,-50,,-50,-50.0,0.0,,False
shion,sierra,25,,25,25.0,50.0,,False
shion,sigma,50,,50,50.0,-50.0,,False
shion,sojourn,25,,25,25.0,0.0,,False
shion,soldier-76,-25,,-25,-25.0,0.0,,False
shion,sombra,3,,3,0.0,-100.0,,False
shion,symmetra,-45,,-45,-75.0,100.0,,True
shion,torbjorn,-51,,-51,-50.0,100.0,-55.0,False
shion,tracer,-27,,-27,-50.0,-50.0,26.0,True
shion,vendetta,-6,,-6,0.0,0.0,-25.0,False
shion,venture,-23,,-23,-25.0,-100.0,-16.0,False
shion,widowmaker,16,,16,25.0,-100.0,-13.0,False
shion,winston,-75,,-75,-75.0,50.0,,False
shion,wrecking-ball,0,,0,0.0,-50.0,,False
shion,wuyang,0,,0,0.0,-50.0,,False
shion,zarya,-40,,-40,-50.0,-50.0,-9.0,False
shion,zenyatta,39,,39,50.0,-100.0,,False
sierra,ana,25,,25,25.0,0.0,,False
sierra,anran,-25,,-25,-25.0,50.0,-25.0,False
sierra,ashe,-50,,-50,-50.0,0.0,,False
sierra,baptiste,-25,,-25,-25.0,50.0,,False
sierra,bastion,23,,23,25.0,50.0,,False
sierra,brigitte,-22,,-22,-25.0,50.0,-13.0,False
sierra,cassidy,-39,,-39,-50.0,0.0,-4.0,False
sierra,dmon,-5,,-5,0.0,0.0,-21.0,False
